"Timestamp","Which course are you currently enrolled in?","What motivated you to seek a computing class at CCM?","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Open House]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Instant Decision Day]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [On-Campus Information Session]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Virtual Information Session]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Women Who Dare]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Regional College Fair]","To what extent did the following activities or experience impact your decision to enroll in an computing course at CCM? [Middle/High school computing class]","To what extent did the following activities or experience impact your decision to enroll in an computing course at CCM? [Middle/High school computing related club]","To what extent did the following activities or experience impact your decision to enroll in an computing course at CCM? [Computing-related competitions (e.g., Robotics competition, Lego competition, Cybersecurity, Programming)]","To what extent did the following activities or experience impact your decision to enroll in an computing course at CCM? [Afterschool computing-related camp/program]","To what extent did the following activities or experience impact your decision to enroll in an computing course at CCM? [Summer computing related camp/program]","To what extent did the following activities or experience impact your decision to enroll in an computing course at CCM? [An AP computing class]","To what extent did the following activities or experience impact your decision to enroll in an computing course at CCM? [A dual enrollment computing class]","To what extent did the following activities or experience impact your decision to enroll in an computing course at CCM? [Family or friend influence]","To what extent did the following activities or experience impact your decision to enroll in an computing course at CCM? [Family or friend working in the computing field]","To what extent did the following activities or experience impact your decision to enroll in an computing course at CCM? [High school teacher or guidance counselor]","To what extent did the following activities or experience impact your decision to enroll in an computing course at CCM? [Employer influence]","How did you hear about County College of Morris (check all that apply)?","To what extent did the following impact your decision to attend County College of Morris? [Affordable cost]","To what extent did the following impact your decision to attend County College of Morris? [Location/convenience]","To what extent did the following impact your decision to attend County College of Morris? [Choice of programs]","To what extent did the following impact your decision to attend County College of Morris? [Online offerings]","To what extent did the following impact your decision to attend County College of Morris? [Family/friend referral]","To what extent did the following impact your decision to attend County College of Morris? [Faculty/staff]","To what extent did the following impact your decision to attend County College of Morris? [College reputation]","To what extent did the following impact your decision to attend County College of Morris? [Scholarships]","To what extent did the following impact your decision to attend County College of Morris? [Transfer student]","To what extent did the following impact your decision to attend County College of Morris? [Small class sizes]","To what extent did the following impact your decision to attend County College of Morris? [Extra curricula opportunities]","What degree program are you currently enrolled in?","Did you receive information about our computing course from any of the following sources? [High school guidance counselor]","Did you receive information about our computing course from any of the following sources? [CCM Information Technologies Website]","Did you receive information about our computing course from any of the following sources? [CCM Admissions]","Did you receive information about our computing course from any of the following sources? [CCM advisor/counselor]","Did you receive information about our computing course from any of the following sources? [Employer]","Did you receive information about our computing course from any of the following sources? [Other]","On a scale of 1 to 5, with 1 being not at all interested and 5 being extremely interested, how interested are you taking more courses in Computer Science, Information Technology or Game Development?","If you answered that you were interested in taking more computing classes, which ones interest you most? (check all that apply)","Gender","Race/ethnicity","Age "
"2020/09/22 10:12:25 AM EST","CMP 126 Computer Technology and Applications","It’s a required class for the degree I’m seeking","No","No","No","No","No","No","Some Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","Some Impact","No Impact","Web site;Billboard;High School","High Impact","High Impact","Some Impact","High Impact","No Impact","Some Impact","Some Impact","No Impact","High Impact","Some Impact","No Impact","Broadcasting Arts and Technology","No","No","No","No","No","No","4","Game Design","Woman","White/Caucasian","19-20"
"2020/09/22 10:13:10 AM EST","CMP 126 Computer Technology and Applications","It’s a required class for the degree I’m seeking","No","No","No","No","No","No","High Impact","N/A","N/A","N/A","N/A","N/A","N/A","High Impact","Some Impact","Some Impact","Some Impact","High School","High Impact","High Impact","High Impact","No Impact","High Impact","No Impact","Some Impact","No Impact","No Impact","Some Impact","No Impact","Communication","No","No","No","Yes","No","No","4","Game Design;Hardware Installation & Repair","Man","Hispanic or Latino","21-24"
"2020/09/22 10:16:38 AM EST","CMP 126 Computer Technology and Applications","To keep current in computing skills;Career Change;Curiosity","No","No","No","Yes","No","Not Sure","High Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","Some Impact","No Impact","High Impact","No Impact","Web site;Social Media;Community Event;Family member or friend;High School","No Impact","No Impact","Some Impact","Some Impact","No Impact","Some Impact","Some Impact","Some Impact","N/A","N/A","N/A","Thinking of Biology and Engineering.","No","No","No","No","No","Yes","4","App Development;Data Analytics;Machine Learning/Artificial Intelligence;Computer Programming","Man","Hispanic or Latino","19-20"
"2020/09/22 10:18:15 AM EST","CMP 126 Computer Technology and Applications","It’s a required class for the degree I’m seeking","No","No","No","Yes","No","No","Some Impact","Some Impact","No Impact","No Impact","No Impact","N/A","N/A","No Impact","N/A","Some Impact","No Impact","Current student;High School","High Impact","High Impact","Some Impact","No Impact","No Impact","No Impact","Some Impact","Some Impact","No Impact","No Impact","No Impact","Liberal arts","No","No","Yes","Yes","No","No","1","App Development;Game Design","Man","Choose not to reply","21-24"
"2020/09/22 11:17:43 AM EST","CMP 126 Computer Technology and Applications","It’s a required class for the degree I’m seeking","No","No","No","No","No","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","High School","No Impact","High Impact","No Impact","No Impact","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Nursing","Don't recall","No","No","No","No","Don't recall","1","","Woman","Black/African American","35-64"
"2020/09/22 1:33:18 PM EST","CMP 135 Computer Concepts with Applications","It’s a required class for the degree I’m seeking;To keep current in computing skills;Financial;Curiosity","Not Sure","No","Not Sure","Not Sure","No","No","Some Impact","N/A","N/A","N/A","N/A","Some Impact","N/A","Some Impact","High Impact","N/A","N/A","Web site;Family member or friend;Employer;High School;Nearest College","High Impact","High Impact","Some Impact","Some Impact","High Impact","Some Impact","N/A","N/A","N/A","N/A","Some Impact","Mathematics and Financial","Don't recall","Yes","No","Don't recall","No","Don't recall","4","CyberSecurity;Data Analytics;Game Design;Hardware Installation & Repair","Man","White/Caucasian;Multi-Racial","18 and younger"
"2020/09/22 4:04:49 PM EST","CMP 126 Computer Technology and Applications","It’s a required class for the degree I’m seeking","No","No","No","No","No","No","Some Impact","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Current student;High School","High Impact","High Impact","High Impact","Some Impact","N/A","N/A","High Impact","No Impact","Some Impact","Some Impact","Some Impact","Liberal Arts","No","No","No","Yes","No","No","1","Game Design","Man","White/Caucasian","21-24"
"2020/09/22 9:27:45 PM EST","CMP 101 Computer Information Literacy","It’s a required class for the degree I’m seeking;To keep current in computing skills;Career Advancement","Yes","No","Yes","No","No","No","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","High Impact","High Impact","No Impact","No Impact","Web site;Billboard;Social Media;Community Event;Family member or friend;Current student;Alumni","High Impact","High Impact","High Impact","High Impact","High Impact","Some Impact","High Impact","High Impact","No Impact","No Impact","No Impact","Nursing","No","No","No","No","No","No","2","","Woman","Hispanic or Latino","25-34"
"2020/09/23 8:46:06 AM EST","CMP 135 Computer Concepts with Applications","It’s a required class for the degree I’m seeking","No","No","No","Yes","No","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Some Impact","N/A","Family member or friend;High School","High Impact","Some Impact","High Impact","High Impact","Some Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","Radiography","No","No","No","Yes","No","No","2","","Woman","White/Caucasian","18 and younger"
"2020/09/23 8:46:15 AM EST","CMP 135 Computer Concepts with Applications","To keep current in computing skills;Professional Development","No","No","No","No","No","No","Some Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","Some Impact","Some Impact","Some Impact","Some Impact","Web site;Social Media;Community Event;Family member or friend;Current student;High School","High Impact","High Impact","Some Impact","Some Impact","High Impact","Some Impact","Some Impact","Some Impact","Some Impact","No Impact","Some Impact","Liberal Arts","No","Don't recall","No","No","No","No","2","Game Design","Woman","Hispanic or Latino;Multi-Racial","18 and younger"
"2020/09/23 8:46:52 AM EST","CMP 135 Computer Concepts with Applications","It’s a required class for the degree I’m seeking","Yes","No","Yes","No","No","Yes","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","Some Impact","No Impact","No Impact","Current student;High School","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","Some Impact","Some Impact","High Impact","High Impact","Early Childhood Education","No","Yes","No","No","No","No","3","","Woman","Hispanic or Latino","19-20"
"2020/09/23 8:47:20 AM EST","CMP 135 Computer Concepts with Applications","It’s a required class for the degree I’m seeking","Yes","No","Not Sure","No","No","No","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","Billboard;Social Media;Family member or friend;Current student;High School","High Impact","High Impact","High Impact","No Impact","No Impact","High Impact","No Impact","High Impact","No Impact","High Impact","No Impact","Criminal Justice","No","No","No","No","No","No","3","App Development;Machine Learning/Artificial Intelligence","Woman","Hispanic or Latino","19-20"
"2020/09/23 8:47:56 AM EST","CMP 135 Computer Concepts with Applications","It’s a required class for the degree I’m seeking","Yes","No","No","No","No","No","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","High Impact","No Impact","Some Impact","No Impact","Billboard;Radio;Community Event;Current student","High Impact","High Impact","High Impact","High Impact","Some Impact","Some Impact","High Impact","Some Impact","Some Impact","High Impact","Some Impact","Criminal Justice","No","No","No","Yes","No","No","2","CyberSecurity","Woman","White/Caucasian","19-20"
"2020/09/23 8:47:59 AM EST","CMP 135 Computer Concepts with Applications","It’s a required class for the degree I’m seeking","No","No","No","No","No","No","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","Family member or friend","High Impact","Some Impact","High Impact","No Impact","High Impact","No Impact","No Impact","High Impact","No Impact","No Impact","No Impact","Music Technology","No","No","No","No","No","No","1","","Man","Hispanic or Latino","21-24"
"2020/09/23 8:48:06 AM EST","CMP 135 Computer Concepts with Applications","Professional Development;prerequisite","No","No","No","No","No","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Web site","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Nursing","Don't recall","Don't recall","Don't recall","Don't recall","Don't recall","Don't recall","1","CyberSecurity","Woman","White/Caucasian","19-20"
"2020/09/23 8:48:11 AM EST","CMP 135 Computer Concepts with Applications","It’s a required class for the degree I’m seeking;To keep current in computing skills;Personal Enrichment","No","No","No","No","No","No","Some Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","Some Impact","Some Impact","No Impact","No Impact","Family member or friend;Current student;High School","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","No Impact","No Impact","No Impact","Some Impact","Some Impact","Some Impact","Radiography","No","No","No","No","No","No","3","CyberSecurity;App Development;Machine Learning/Artificial Intelligence;Computer Programming;Game Design;Hardware Installation & Repair","Woman","Asian","21-24"
"2020/09/23 8:48:29 AM EST","CMP 135 Computer Concepts with Applications","It’s a required class for the degree I’m seeking","No","No","No","No","No","No","Some Impact","N/A","N/A","N/A","N/A","N/A","N/A","No Impact","N/A","No Impact","No Impact","Web site;Social Media;Family member or friend","High Impact","High Impact","Some Impact","No Impact","Some Impact","No Impact","High Impact","High Impact","No Impact","Some Impact","Some Impact","Liberal Arts","No","No","Yes","Yes","No","No","2","","Man","Black/African American","18 and younger"
"2020/09/23 8:49:01 AM EST","CMP 135 Computer Concepts with Applications","It’s a required class for the degree I’m seeking","No","No","Yes","No","No","No","Some Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","Social Media;Community Event;Family member or friend;Employer;High School","High Impact","Some Impact","Some Impact","No Impact","Some Impact","No Impact","No Impact","No Impact","High Impact","Some Impact","No Impact","Child and Family Studies","No","No","No","Yes","No","No","1","CyberSecurity;Game Design","Woman","White/Caucasian","19-20"
"2020/09/23 8:50:16 AM EST","CMP 135 Computer Concepts with Applications","It’s a required class for the degree I’m seeking","Yes","Yes","No","No","Not Sure","No","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","Family member or friend;Current student;Alumni;High School","High Impact","High Impact","Some Impact","No Impact","High Impact","High Impact","Some Impact","No Impact","No Impact","No Impact","Some Impact","Music Technology","Don't recall","Don't recall","Don't recall","Don't recall","Don't recall","Don't recall","3","Game Design","Man","White/Caucasian","18 and younger"
"2020/09/23 8:50:59 AM EST","CMP 135 Computer Concepts with Applications","It’s a required class for the degree I’m seeking","No","No","No","No","No","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","High School","High Impact","High Impact","High Impact","Some Impact","High Impact","No Impact","Some Impact","Some Impact","No Impact","Some Impact","No Impact","Criminal Justice","No","No","No","Yes","No","Yes","1","","I do not identify","White/Caucasian","19-20"
"2020/09/23 8:52:53 AM EST","CMP 135 Computer Concepts with Applications","To keep current in computing skills","No","No","No","No","No","No","High Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","High Impact","High Impact","No Impact","No Impact","Web site;Family member or friend","High Impact","High Impact","No Impact","Some Impact","High Impact","No Impact","Some Impact","Some Impact","No Impact","No Impact","Some Impact","humanities ","No","No","Yes","Yes","No","No","5","Web Development;CyberSecurity;App Development;Data Analytics;Computer Programming","Man","Hispanic or Latino","18 and younger"
"2020/09/23 10:30:36 AM EST","CMP 126 Computer Technology and Applications","To keep current in computing skills;Curiosity","No","No","No","No","No","No","Some Impact","No Impact","N/A","N/A","N/A","N/A","N/A","Some Impact","Some Impact","Some Impact","N/A","Web site;Family member or friend","High Impact","High Impact","No Impact","N/A","N/A","N/A","N/A","High Impact","High Impact","No Impact","No Impact","Liberal Arts","No","No","No","No","No","No","3","Web Development;CyberSecurity;Computer Programming;Hardware Installation & Repair","Man","Asian","19-20"
"2020/09/23 11:03:29 AM EST","CMP 126 Computer Technology and Applications","It’s a required class for the degree I’m seeking","Yes","No","No","No","No","No","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","Family member or friend;High School","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","Some Impact","High Impact","High Impact","High Impact","Public Health","No","Don't recall","Don't recall","No","No","No","3","Data Analytics","Woman","White/Caucasian","19-20"
"2020/09/23 11:27:49 AM EST","CMP 135 Computer Concepts with Applications","To keep current in computing skills","No","No","No","No","No","No","Some Impact","No Impact","No Impact","No Impact","No Impact","Some Impact","Some Impact","No Impact","Some Impact","No Impact","No Impact","Family member or friend","Some Impact","Some Impact","High Impact","Some Impact","No Impact","No Impact","No Impact","Some Impact","No Impact","Some Impact","Some Impact","Criminal Justice","No","Yes","Don't recall","Don't recall","No","No","1","","Man","White/Caucasian","19-20"
"2020/09/23 12:33:22 PM EST","CMP 126 Computer Technology and Applications","It’s a required class for the degree I’m seeking","Not Sure","Not Sure","Not Sure","Not Sure","Not Sure","Not Sure","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","High School","No Impact","No Impact","Some Impact","Some Impact","No Impact","No Impact","No Impact","No Impact","Some Impact","Some Impact","No Impact","Broadcasting Arts and Technology","Don't recall","Don't recall","Don't recall","Don't recall","Don't recall","Don't recall","3","Web Development","Man","Choose not to reply","21-24"
"2020/09/23 1:02:28 PM EST","CMP 126 Computer Technology and Applications","It’s a required class for the degree I’m seeking;Professional Development;Curiosity","No","No","No","No","No","No","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","Current student","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","COMPUTER AIDED DESIGNING AND DRAFTING","Yes","Yes","Yes","Yes","Yes","Yes","5","Hardware Installation & Repair","Man","Asian","21-24"
"2020/09/23 2:53:24 PM EST","CMP 126 Computer Technology and Applications","It’s a required class for the degree I’m seeking","No","No","No","No","No","No","Some Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","High School","High Impact","Some Impact","No Impact","No Impact","No Impact","High Impact","No Impact","No Impact","No Impact","No Impact","No Impact","liberal arts","No","No","No","Yes","No","No","2","","Man","White/Caucasian","21-24"
"2020/09/23 3:36:26 PM EST","CMP 135 Computer Concepts with Applications","It’s a required class for the degree I’m seeking;Career Advancement","No","No","No","No","No","No","Some Impact","N/A","N/A","N/A","N/A","N/A","N/A","Some Impact","Some Impact","N/A","N/A","Billboard;Family member or friend","Some Impact","Some Impact","High Impact","Some Impact","High Impact","N/A","N/A","N/A","N/A","N/A","N/A","Criminal Justice","No","No","Yes","Yes","No","No","3","CyberSecurity;Data Analytics","Woman","White/Caucasian","21-24"
"2020/09/23 5:08:02 PM EST","CMP 126 Computer Technology and Applications","It’s a required class for the degree I’m seeking","No","No","No","No","No","No","Some Impact","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Family member or friend;High School","Some Impact","High Impact","Some Impact","High Impact","High Impact","High Impact","High Impact","N/A","N/A","N/A","N/A","Psychology ","No","No","No","Yes","No","No","2","","Man","Black/African American","21-24"
"2020/09/23 8:34:12 PM EST","CMP 126 Computer Technology and Applications","It’s a required class for the degree I’m seeking","No","Not Sure","No","Yes","No","No","Some Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","Some Impact","Some Impact","Some Impact","Some Impact","Web site;Social Media;Family member or friend;Employer;High School","High Impact","High Impact","High Impact","High Impact","High Impact","N/A","High Impact","Some Impact","N/A","No Impact","N/A","fire science and technology","No","Yes","Don't recall","Yes","No","No","3","CyberSecurity;App Development;Game Design","Man","White/Caucasian","18 and younger"
"2020/09/23 8:50:30 PM EST","CMP 126 Computer Technology and Applications","It’s a required class for the degree I’m seeking","No","No","No","No","No","Yes","Some Impact","Some Impact","No Impact","Some Impact","Some Impact","No Impact","No Impact","Some Impact","Some Impact","No Impact","Some Impact","High School","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","Liberal Arts","Yes","Yes","Yes","Yes","Yes","Don't recall","3","Computer Programming","Woman","Hispanic or Latino","25-34"
"2020/09/24 11:34:55 AM EST","CMP 101 Computer Information Literacy","It’s a required class for the degree I’m seeking;To keep current in computing skills","No","No","No","No","No","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Web site;Family member or friend;Current student","Some Impact","Some Impact","High Impact","Some Impact","High Impact","No Impact","High Impact","No Impact","No Impact","Some Impact","Some Impact","Nursing","No","No","Don't recall","Yes","No","No","3","Game Design","Woman","Black/African American","19-20"
"2020/09/24 4:46:02 PM EST","CMP 126 Computer Technology and Applications","It’s a required class for the degree I’m seeking;Career Advancement","Yes","No","No","Not Sure","No","No","Some Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","Some Impact","No Impact","Some Impact","No Impact","Family member or friend;Current student;High School","Some Impact","High Impact","Some Impact","Some Impact","Some Impact","No Impact","Some Impact","Some Impact","No Impact","No Impact","No Impact","Communication","Don't recall","Don't recall","Yes","Yes","No","No","2","Web Development;Game Design","Man","White/Caucasian","25-34"
"2020/09/24 5:40:57 PM EST","CMP 135 Computer Concepts with Applications","It’s a required class for the degree I’m seeking","Yes","Yes","No","Yes","No","Yes","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Community Event;Family member or friend;High School","High Impact","High Impact","High Impact","No Impact","Some Impact","N/A","Some Impact","Some Impact","N/A","High Impact","No Impact","Radiography","No","No","Yes","Yes","No","No","3","Web Development","Woman","Choose not to reply","19-20"
"2020/09/24 6:46:31 PM EST","CMP 135 Computer Concepts with Applications","It’s a required class for the degree I’m seeking;Professional Development","No","No","No","No","No","No","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","Web site;Billboard;Social Media;Community Event;Family member or friend;Current student;Alumni;High School","High Impact","High Impact","High Impact","No Impact","No Impact","Some Impact","Some Impact","No Impact","Some Impact","Some Impact","No Impact","Exercise Science","No","Yes","Yes","No","No","No","2","App Development;Data Analytics;Computer Programming","Woman","White/Caucasian","19-20"
"2020/09/24 6:48:26 PM EST","CMP 101 Computer Information Literacy","It’s a required class for the degree I’m seeking;Career Advancement;Personal Enrichment","Yes","No","Yes","Yes","No","No","Some Impact","Some Impact","Some Impact","High Impact","High Impact","Some Impact","Some Impact","High Impact","High Impact","High Impact","High Impact","Web site;Social Media;High School","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","Public Health","Yes","Yes","Yes","Yes","Yes","No","5","Data Analytics","Woman","White/Caucasian","19-20"
"2020/09/24 6:48:43 PM EST","CMP 101 Computer Information Literacy","To keep current in computing skills;Career Advancement;Professional Development;Financial;Personal Enrichment;Curiosity","No","No","No","No","No","Not Sure","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","Some Impact","No Impact","No Impact","No Impact","Family member or friend;Current student;High School","High Impact","High Impact","Some Impact","Some Impact","Some Impact","Some Impact","High Impact","No Impact","High Impact","No Impact","No Impact","Criminal Justice","No","No","Yes","No","No","No","5","CyberSecurity;Data Analytics;Machine Learning/Artificial Intelligence;Computer Programming;Game Design;Hardware Installation & Repair","Man","White/Caucasian","18 and younger"
"2020/09/24 6:49:17 PM EST","CMP 135 Computer Concepts with Applications","It’s a required class for the degree I’m seeking;To keep current in computing skills;Curiosity","Yes","No","Yes","No","No","Yes","No Impact","High Impact","No Impact","No Impact","No Impact","High Impact","High Impact","Some Impact","No Impact","High Impact","High Impact","High School","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","No Impact","High Impact","High Impact","High Impact","Early Childhood Education","Yes","Yes","Yes","Yes","No","No","5","Machine Learning/Artificial Intelligence;Computer Programming;Game Design","Woman","White/Caucasian","21-24"
"2020/09/24 6:49:24 PM EST","CMP 135 Computer Concepts with Applications","It’s a required class for the degree I’m seeking","No","No","No","No","No","No","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","Family member or friend;High School","High Impact","High Impact","Some Impact","No Impact","Some Impact","No Impact","Some Impact","No Impact","No Impact","No Impact","No Impact","Music Technology","No","No","No","No","No","No","2","Web Development;Hardware Installation & Repair","Man","White/Caucasian","19-20"
"2020/09/24 6:49:52 PM EST","CMP 135 Computer Concepts with Applications","It’s a required class for the degree I’m seeking","No","Yes","No","No","No","Not Sure","Some Impact","No Impact","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Current student;Alumni;High School","High Impact","High Impact","High Impact","Some Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","Criminal Justice","No","No","No","No","No","No","3","","Man","White/Caucasian","19-20"
"2020/09/24 6:50:28 PM EST","CMP 135 Computer Concepts with Applications","It’s a required class for the degree I’m seeking;To keep current in computing skills;Personal Enrichment","No","No","No","No","No","No","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","Family member or friend","High Impact","High Impact","High Impact","High Impact","Some Impact","N/A","Some Impact","N/A","N/A","N/A","N/A","Radiography","No","No","No","No","No","No","4","CyberSecurity;App Development;Data Analytics;Machine Learning/Artificial Intelligence","Woman","Asian","35-64"
"2020/09/24 6:50:40 PM EST","CMP 135 Computer Concepts with Applications","It’s a required class for the degree I’m seeking","No","No","No","No","No","No","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","N/A","No Impact","Family member or friend;Current student;Alumni;High School","High Impact","High Impact","High Impact","High Impact","High Impact","Some Impact","High Impact","No Impact","No Impact","High Impact","Some Impact","Communication;Radiography","No","Yes","Yes","Yes","No","No","3","Data Analytics;Computer Programming;Hardware Installation & Repair","Woman","Black/African American","19-20"
"2020/09/24 6:50:41 PM EST","CMP 135 Computer Concepts with Applications","It’s a required class for the degree I’m seeking;Curiosity","No","No","No","No","No","No","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","Some Impact","Some Impact","Current student;High School","High Impact","High Impact","High Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","Radiography;Nursing","No","No","No","No","No","Don't recall","3","Web Development;CyberSecurity;Computer Programming","Woman","Hispanic or Latino;White/Caucasian","19-20"
"2020/09/24 6:51:42 PM EST","CMP 135 Computer Concepts with Applications","It’s a required class for the degree I’m seeking","Yes","No","No","No","Yes","No","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","Some Impact","High School","High Impact","High Impact","High Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","High Impact","No Impact","Early Childhood Education","No","No","No","No","No","No","3","App Development;Computer Programming","Woman","Hispanic or Latino","19-20"
"2020/09/24 6:52:04 PM EST","CMP 135 Computer Concepts with Applications","It’s a required class for the degree I’m seeking","No","No","No","No","No","No","Some Impact","N/A","Some Impact","Some Impact","N/A","N/A","N/A","No Impact","N/A","N/A","N/A","Web site;Social Media;Family member or friend;Current student;Alumni;High School","High Impact","High Impact","Some Impact","Some Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","Music Technology","Don't recall","Don't recall","Don't recall","Don't recall","Don't recall","Don't recall","3","Game Design","Man","White/Caucasian","18 and younger"
"2020/09/24 6:57:45 PM EST","CMP 135 Computer Concepts with Applications","It’s a required class for the degree I’m seeking;To keep current in computing skills","No","No","No","No","No","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","High Impact","High Impact","Web site;Family member or friend;High School","N/A","N/A","High Impact","High Impact","High Impact","N/A","N/A","N/A","N/A","N/A","N/A","Criminal Justice","No","No","No","Yes","No","Yes","5","CyberSecurity;Machine Learning/Artificial Intelligence;Computer Programming;Hardware Installation & Repair","Man","Hispanic or Latino","21-24"
"2020/09/24 6:58:32 PM EST","CMP 135 Computer Concepts with Applications","It’s a required class for the degree I’m seeking","No","Yes","No","Yes","No","No","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","Web site;High School","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","Radiography","Yes","No","Yes","No","No","No","3","Machine Learning/Artificial Intelligence","Woman","White/Caucasian","18 and younger"
"2020/09/24 7:00:54 PM EST","CMP 135 Computer Concepts with Applications","It’s a required class for the degree I’m seeking","Yes","Not Sure","Not Sure","Not Sure","Not Sure","Not Sure","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Some Impact","N/A","N/A","N/A","Family member or friend;Current student","Some Impact","Some Impact","N/A","N/A","Some Impact","N/A","Some Impact","N/A","N/A","Some Impact","N/A","liberal arts","Don't recall","Don't recall","Don't recall","Don't recall","Don't recall","Yes","1","Web Development","Woman","White/Caucasian","19-20"
